conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1.90E+18,Sat Mar 01 16:12:10 +0000 2025,5,@purpura119 @agungpharm @TxtdariHI Nah warga twitter ini contoh orang-orang yang otaknya belum sepenuhnya berkembang &amp; membutuhkan makan siang bergizi gratis.,1.90E+18,,purpura119,in,,0,0,0,https://x.com/cuanhunter5/status/1895869683611681252,1.35E+18,cuanhunter5
1.90E+18,Sat Mar 01 07:46:34 +0000 2025,0,@BosPurwa Yang penting makan siang bergizi gratis dong,1.90E+18,,BosPurwa,in,,0,0,0,https://x.com/pesonajalanan/status/1895742444119212267,1.65E+18,pesonajalanan
1.90E+18,Sat Mar 01 06:36:01 +0000 2025,0,@corwydoras makan makanan siang gratis bergizi,1.90E+18,,corwydoras,in,"he/hehe, 20+",0,1,0,https://x.com/nebullaQ/status/1895724688023900462,1.86E+18,nebullaQ
1.90E+18,Sat Mar 01 06:33:26 +0000 2025,0,Babinsa Koramil 01/Laratama Dampingi Pembagian Makan Siang Bergizi Gratis Di SMK Bhakti Luhur https://t.co/ZR6222JspZ,1.90E+18,,,in,Sumba barat daya,0,0,0,https://x.com/KODIM1629/status/1895724038275940686,1.48E+18,KODIM1629
1.90E+18,Sat Mar 01 05:04:43 +0000 2025,0,ini lho contoh makan siang bergizi gratis yg betul ‍↕️ 02 could never,1.90E+18,,luxarrows,in,pfp: @snji7n,0,0,0,https://x.com/luxarrows/status/1895701713740579251,1.72E+18,luxarrows
1.90E+18,Sat Mar 01 02:45:44 +0000 2025,0,@careheroic makan siang bergizi gratis,1.90E+18,,careheroic,in,nomaden acc,0,1,0,https://x.com/lemuyapper/status/1895666738605539629,1.85E+18,lemuyapper
1.90E+18,Fri Feb 28 16:07:55 +0000 2025,0,Lagi-lagi di program makan siang bergizi gratis! Disuguhin daging mentah!! Teganya. Bukannya bergizi anak nanti malah sakit dan cacingan. https://t.co/IQ17KtVBUq,1.90E+18,https://pbs.twimg.com/media/Gk4w3bBXAAAqRyI.jpg,,in,,0,0,0,https://x.com/lucimaya123/status/1895506224864800920,3032152165,lucimaya123
1.90E+18,Fri Feb 28 15:03:51 +0000 2025,0,@prabowo Pak emang betul ya kalo anak-anak setelah makan siang bergizi gratis bisa lanjut puasa lagi ,1.90E+18,,prabowo,in,"Tangerang, Indonesia",0,0,0,https://x.com/BipJr/status/1895490100378927391,255482966,BipJr
1.90E+18,Fri Feb 28 10:11:26 +0000 2025,1,@antaranews makan siang bergizi gratis lewat dong...?!?,1.90E+18,,antaranews,in,,0,0,0,https://x.com/drama_maya8/status/1895416512405754056,1.58E+18,drama_maya8
1.90E+18,Fri Feb 28 07:39:21 +0000 2025,0,@midnitecrush @Aerio_Ina @rasjawa Manatau dapet makan siang bergizi gratis,1.90E+18,,midnitecrush,in,,0,1,0,https://x.com/pengennyetir/status/1895378240719745240,1.78E+18,pengennyetir
1.90E+18,Fri Feb 28 03:00:19 +0000 2025,2,@Jateng_Twit Anaknya dikasih makan siang gratis ortunya diPHK. Mending biaya utk makan siang gratis dipakai utk menciptakan lapangan kerja agar ortu bisa memberikan anak²nya makanan bergizi,1.90E+18,,Jateng_Twit,in,,0,0,0,https://x.com/putune_mitro/status/1895308019262726592,1.81E+18,putune_mitro
1.90E+18,Fri Feb 28 02:26:50 +0000 2025,0,*KEGIATAN POLRI MENDUKUNG PROGRAM PEMERINTAH MAKAN SIANG BERGIZI GRATIS DI LAKSANKAN OLEH POLRES SEKADAU* https://t.co/pm1d4XkjXL,1.90E+18,https://pbs.twimg.com/media/Gk107gbWkAAP_f1.jpg,,in,"Kalimantan Barat, Indonesia",0,0,0,https://x.com/Humasressekadau/status/1895299592859852831,7.86E+17,Humasressekadau
1.89E+18,Thu Feb 27 13:07:16 +0000 2025,0,@yoni_putri Semua bisnis jadi sepi efek efisiensi buat makan siang gratis yang ga bergizi,1.90E+18,,yoni_putri,in,galaxy bima sakti.,0,0,0,https://x.com/gilangrahadi/status/1895098374405399011,231951430,gilangrahadi
1.90E+18,Thu Feb 27 11:13:00 +0000 2025,1,Makan siang Bergizi Gratis. Mimin seneng banget lihat adeknya lahap makan https://t.co/bBSk3J7voy,1.90E+18,https://pbs.twimg.com/ext_tw_video_thumb/1895069543447588865/pu/img/BGM2LiLmhGluzS_O.jpg,,in,nglegok blitar jatim,0,0,0,https://x.com/PNglegok/status/1895069617481207988,1.16E+18,PNglegok
1.90E+18,Thu Feb 27 09:34:53 +0000 2025,0,Makan siang Bergizi Gratis. Mimin seneng banget lihat adeknya lahap makan https://t.co/guADmkjlxQ,1.90E+18,https://pbs.twimg.com/ext_tw_video_thumb/1895044877911838720/pu/img/6OEpYlBVFgeV_bMX.jpg,,in,,0,0,0,https://x.com/Polsekwonodadi2/status/1895044927383576886,1.37E+18,Polsekwonodadi2
1.90E+18,Thu Feb 27 08:13:52 +0000 2025,0,Makan siang Bergizi Gratis. Mimin seneng banget lihat adeknya lahap makan makansianggratis https://t.co/AGw9DAfeQb,1.90E+18,https://pbs.twimg.com/amplify_video_thumb/1895024418461753345/img/Ba5EFJvoWhL9ZDxQ.jpg,,in,"Blitar, Jawa Timur",0,0,0,https://x.com/HPolsekponggok/status/1895024537424822720,1.75E+18,HPolsekponggok
1.90E+18,Thu Feb 27 07:41:28 +0000 2025,3,Makan siang Bergizi Gratis. Mimin seneng banget lihat adeknya lahap makan . . https://t.co/DkLVAcjMVR,1.90E+18,https://pbs.twimg.com/amplify_video_thumb/1895016228554444800/img/iogl6S6JZjbRVthv.jpg,,in,Kota Blitar,0,0,1,https://x.com/blitarkotahumas/status/1895016386361250193,1.56E+18,blitarkotahumas
1.90E+18,Thu Feb 27 06:49:41 +0000 2025,1,Kodim 0833/Kota Malang melalui jajarannya Babinsa Koramil 0833/01 Klojen melaksanakan pendampingan pendistribusian makan siang bergizi gratis yang diselenggarakan oleh Satuan Pelayanan Pemenuhan Gizi (SPPG) di wilayah binaannya. https://t.co/buACZuCXq3,1.90E+18,https://pbs.twimg.com/media/GkxnfdwWwAEnVca.jpg,,in,,0,0,0,https://x.com/Korem083Bdj/status/1895003351395508363,1.82E+18,Korem083Bdj
1.89E+18,Thu Feb 27 05:54:45 +0000 2025,0,@ARSIPAJA Akalnya dimana ya? Orang yang berpuasa kok dipaksa menerima makan siang? Makan Bergizi Gratis itu ya untuk makan siang disekolah boss!! Bukan untuk waktu lain.. Masa disuruh bawa pulang nanti banyak yang basi atau tidak dimakan malah jadi mubazir! #IndonesiaGelap,1.89E+18,,ARSIPAJA,in,"Jakarta, Bali, Perth",0,0,0,https://x.com/G0RIP/status/1894989529184174347,49386986,G0RIP
1.89E+18,Thu Feb 27 05:31:46 +0000 2025,0,@M4YUUU3 Makan siang bergizi gratis,1.89E+18,,M4YUUU3,in,カラットランド💎,0,2,0,https://x.com/ddaddeuthanUYU/status/1894983744605561117,8.66E+17,ddaddeuthanUYU
1.89E+18,Thu Feb 27 05:24:58 +0000 2025,0,penutupan sebelum libur satu bulan gak pamer makan siang. ini lah makan siang bergizi tapi gak gratis. https://t.co/YoHp7Rwc4c,1.89E+18,https://pbs.twimg.com/media/GkxUHngaoAAAJmj.jpg,,in,Hygeia Mirabile,0,0,0,https://x.com/adorablehygeia/status/1894982035514761532,1.46E+18,adorablehygeia
1.89E+18,Thu Feb 27 05:12:21 +0000 2025,0,siang ini dpt makan bergizi gratis (mbg) disponsori oleh kakak https://t.co/UE0vNNbHHl,1.89E+18,https://pbs.twimg.com/media/GkxROD2XQAAedFS.jpg,,in,"Jakarta, Indonesia",0,3,0,https://x.com/nnnairb/status/1894978856379129984,1.77E+18,nnnairb
1.89E+18,Thu Feb 27 04:43:03 +0000 2025,14,Polwan Polres Gianyar melakukan koordinasi dengan Kepala Sekolah SDN 1 Manukaya Tampaksiring Kabupaten Gianyar dalam rangka pendataan siswa yang akan menerima màkan siang bergizi gratis sesuai program asta cita bapak Presiden Republik Indonesia. #beyondtrustpresisi #polresgianyar https://t.co/2YZ6qwoAfh,1.89E+18,https://pbs.twimg.com/media/GkxKhimX0AAefB0.jpg,,in,,0,2,0,https://x.com/GianyarPolres1/status/1894971486282358976,1.54E+18,GianyarPolres1
1.89E+18,Thu Feb 27 03:57:15 +0000 2025,0,@fourleafcy Makan siang gratis bergizi aja,1.89E+18,,fourleafcy,in,Ba Sing Se,0,1,0,https://x.com/FbrDwHdyt/status/1894959958149734425,1.88E+18,FbrDwHdyt
1.89E+18,Thu Feb 27 02:32:58 +0000 2025,0,@rizalakbarm_ @IndoPopBase @BNN @prabowo Ampun pak jangan kasih saya makan siang tidak bergizi gratis pak mending minta maaf aja rakyat juga lebih rispek pak @prabowo klo punya malu,1.89E+18,,rizalakbarm_,in,,0,1,0,https://x.com/NORE_REN/status/1894938748934304096,1.29E+18,NORE_REN
1.89E+18,Wed Feb 26 16:50:57 +0000 2025,2,#PAPUA BUTUH: PENDIDIKAN GRATIS PENDIDIKAN BERGIZI MAKAN SIANG GRATIS https://t.co/kYtgrisC95,1.89E+18,https://pbs.twimg.com/media/Gkunh4VXwAA69eZ.jpg,X_OWNR,in,,0,1,0,https://x.com/X_OWNR/status/1894792279761789119,1.50E+18,X_OWNR
1.89E+18,Wed Feb 26 16:34:38 +0000 2025,0,Hai Sobwas Terdepan! Dalam upaya memastikan keberlanjutan dan kualitas Program Makan Siang Bergizi Gratis (MBG) Kepala Perwakilan BPKP Provinsi NTB Mudzakir didampingi oleh Korwas Bidang IPP beserta tim turun langsung ke lapangan untuk melakukan pemantauan. Kegiatan ini https://t.co/8jsHG28c8D,1.89E+18,https://pbs.twimg.com/media/GkujxXbXEAAoiQZ.jpg,,in,"Kota Mataram, Nusa Tenggara Ba",0,0,0,https://x.com/bpkp_ntb/status/1894788171562688796,1.25E+18,bpkp_ntb
1.89E+18,Wed Feb 26 13:22:51 +0000 2025,0,@krsjgla @ernestprakasa Tolong lepas mereka di TSI saat di kandang singa/maca.mayan makan siang bergizi gratis,1.89E+18,,krsjgla,in,"Tangerang, Indonesia",0,0,0,https://x.com/sensha_she/status/1894739907102617890,145484476,sensha_she
1.89E+18,Wed Feb 26 11:27:17 +0000 2025,45,Akan ada Makan Siang Bergizi Gratis bagi anak sekolah. Anak Punk kalau statusnya bersekolah juga akan tetap dapat makan Siang Gratis.,1.89E+18,,,in,Ngadi King of The South,0,3,3,https://x.com/MafiaWasit/status/1894710823735722439,2794327166,MafiaWasit
1.89E+18,Wed Feb 26 09:06:01 +0000 2025,0,Susu dari Makan Siang Bergizi *gratis https://t.co/qesLYRsikH,1.89E+18,https://pbs.twimg.com/media/Gks9H2BaYAA6Z-P.jpg,,in,Indonesia,0,0,0,https://x.com/Spinaischiadica/status/1894675276732535233,1.53E+18,Spinaischiadica
1.89E+18,Wed Feb 26 08:05:07 +0000 2025,0,adain petisi biar dia aja yang dijadiin makan siang bergizi gratis buat satwa liar please.,1.89E+18,,,in,haobin's house,0,0,0,https://x.com/ffaruzan/status/1894659949718048814,1.19E+18,ffaruzan
1.89E+18,Wed Feb 26 07:49:17 +0000 2025,0,@liaasister Paling juga buat nutupi biaya makan siang bergizi gratis.,1.89E+18,,liaasister,in,Pekanbaru,0,0,0,https://x.com/Vakdee_H3ndr4/status/1894655962050695185,1.66E+18,Vakdee_H3ndr4
1.89E+18,Wed Feb 26 06:28:03 +0000 2025,0,mana sini ak pen liat makan siang bergizi yg egk gratis klen ituh...,1.89E+18,,,in,Klan Komet Minor,0,7,0,https://x.com/bbelaputa/status/1894635520493519149,1.45E+18,bbelaputa
1.89E+18,Wed Feb 26 06:27:28 +0000 2025,18,Bukan Makan Siang Bergizi Gratis Papua Lebih Butuh Akses Pendidikan. ~SA #MBG #AksesPendidikan https://t.co/qSUTfTHTYM,1.89E+18,,,in,Jakarta,2,1,9,https://x.com/kompascom/status/1894635375274193361,23343960,kompascom
1.89E+18,Wed Feb 26 05:20:19 +0000 2025,0,@postmaljone lebih bergizi aku apa makan siang gratis?,1.89E+18,,postmaljone,in,,0,1,0,https://x.com/petrchr/status/1894618476750488008,1.61E+18,petrchr
1.89E+18,Wed Feb 26 04:56:07 +0000 2025,0,Robot AI. dicoba lawan menggunakan program makan siang kurang bergizi gratis. Sedihnya rata rata umur penduduk indonesia 72 39 Bapak ber dukun kemana ini prediksi 2050.,1.89E+18,,,in,Jauh dari Pencipta.,0,0,0,https://x.com/TKehendak/status/1894612384117133679,1.24E+18,TKehendak
1.89E+18,Wed Feb 26 04:45:56 +0000 2025,0,Komisi IX DPR RI : Kawal Program Makan Siang Bergizi Gratis - TVR 120 https://t.co/SLXieoOAxd,1.89E+18,,,in,"Gedung DPR RI, Jakarta",0,0,0,https://x.com/tvr_parlemen/status/1894609823624565026,1.39E+18,tvr_parlemen
1.89E+18,Wed Feb 26 03:32:16 +0000 2025,10,gak perlu jadi presiden buat ngasih makan siang gratis enak dan bergizi trims fkui https://t.co/LPpyS4wT0y,1.89E+18,https://pbs.twimg.com/media/GkrwuFWWkAAD7KW.jpg,,in,ACADEMIC VICTIM ,0,1,0,https://x.com/tiduritunikmat/status/1894591281982239016,1.50E+18,tiduritunikmat
1.89E+18,Wed Feb 26 03:30:39 +0000 2025,0,[BREAKING FOOD] Hai Sobat Minfood! Kalian tau nggak sih kalau belalang akan dijadikan menu makan siang gratis menurut berita yang beredar akhir-akhir ini? Memang beneran ya? Lalu apakah aman menjadikan belalang sebagai alternatif protein di menu makan siang bergizi gratis? https://t.co/ddwlrsxfOM,1.89E+18,https://pbs.twimg.com/ext_tw_video_thumb/1894590732318437376/pu/img/OxsJtDhw1IDYMg6d.jpg,,in,Semarang,0,1,0,https://x.com/HimagipaUpgris/status/1894590875592003930,2904445392,HimagipaUpgris
1.89E+18,Wed Feb 26 03:24:22 +0000 2025,0,PAPUA Program Makan Siang Bergizi Gratis yang dicanangkan oleh pemerintah pusat mendapat sambutan luar biasa dari masyarakat di berbagai wilayah Papua. Inisiatif ini menjadi angin segar bagi anak-anak orang tua dan para tokoh masyarakat yang kini melihat harapan baru dalam https://t.co/w2VVP3svEH,1.89E+18,https://pbs.twimg.com/ext_tw_video_thumb/1894588509182136321/pu/img/vj9-htfhsHyvyQUe.jpg,,in,,0,0,0,https://x.com/KoopsTniHabema2/status/1894589293890564503,1.88E+18,KoopsTniHabema2
1.89E+18,Wed Feb 26 00:53:09 +0000 2025,0,@narkosun makan siang bergizi gratis keracunan,1.89E+18,,narkosun,in,,0,0,0,https://x.com/UmyHisyam/status/1894551242673984001,1.38E+18,UmyHisyam
1.89E+18,Tue Feb 25 16:00:58 +0000 2025,0,Lanud Haluoleo dan Kadin Sultra Salurkan Makan Siang Bergizi Gratis di Konsel https://t.co/Kozm3YFwYg,1.89E+18,,,in,"Sulawesi Tenggara, Indonesia",0,0,0,https://x.com/penasultra_id/status/1894417313103056924,1388567274,penasultra_id
1.89E+18,Tue Feb 25 15:56:04 +0000 2025,0,@detikcom Gimana di kasih menu kaya Makan siang Bergizi Gratis ga jijik lagi pasti langsung muntah .,1.89E+18,,detikcom,in,di ujung Medini,0,0,0,https://x.com/tanmago243/status/1894416077926666665,1.60E+18,tanmago243
1.89E+18,Tue Feb 25 15:54:49 +0000 2025,0,They said inikan makan siang bergizi gratis bukan makan siang enak gratis. Bergizi.... BERGIZI? B-E-R-G-I-Z-I???!!!!,1.89E+18,,,in,,0,0,0,https://x.com/semestapilu/status/1894415763408392383,1.54E+18,semestapilu
1.89E+18,Tue Feb 25 15:03:01 +0000 2025,0,Yah yah yah... Tenang kawan masih gelap. Belum gulita; berkesenian (agaknya mulai) dilarang makan siang gratis (yang katanya BERGIZI!) tapi kok mending bayar di warteg; sekarang bensin pun setaraf alkohol pula bisa dioplos.,1.89E+18,,,in,di suatu daerah,0,1,0,https://x.com/94945_/status/1894402730204303623,1.84E+18,94945_
1.89E+18,Tue Feb 25 14:07:20 +0000 2025,0,Sama bang saya juga pantang menghina makanan. Tapi kalo dilihat dari namanya jelas jelas itu namanya Makanan BERGIZI Gratis bukan makan siang gratis. Kalo dilihat ini gizinya manaaa Ya Tuhaaannn ,1.89E+18,,,in,"Samarinda, Indonesia",0,1,0,https://x.com/tme2tcjsrnr/status/1894388715717627908,431530328,tme2tcjsrnr
1.89E+18,Tue Feb 25 13:29:29 +0000 2025,0,innalillahi wainna ilaihi rojiun telah berpulang makan siang (tidak) bergizi gratis,1.89E+18,,,in,unlabeled | dnf,0,0,0,https://x.com/admiraecle/status/1894379191619199261,1.05E+18,admiraecle
1.89E+18,Tue Feb 25 12:27:37 +0000 2025,0,@andre_gnc @nasidaruratJogj Setuju sama halnya kenapa makan siang gratis/bergizi itu program pemborosan yang tidak menyelesaikan akar permasalahannya. I mean program makan gratis untuk yang urgent sebaiknya tetap ada tapi ya untuk yang tepat sasaran saja (seperti ini) bukan malah menciptakan sejenis MBG.,1.89E+18,,andre_gnc,in,Afiliasi Partai Progresif 🇮🇩,0,0,0,https://x.com/txtdrimhswa/status/1894363620865441883,1.83E+18,txtdrimhswa
1.89E+18,Tue Feb 25 11:48:14 +0000 2025,0,Masih bergizi makan siang gratis di masjid deket kantor,1.89E+18,,,in,peace🤍 and love🤟,0,0,0,https://x.com/yisizonedx/status/1894353710027096323,1.56E+18,yisizonedx
1.89E+18,Tue Feb 25 11:44:04 +0000 2025,0,Gue malah lebih setuju namanya diganti jadi MSG : makan siang gratis. Karena kalau mau disebut bergizi dalam satu piring harus memenuhi kebutuhan gizi perorang sesuai umur. (Continue),1.89E+18,,,in,,0,1,0,https://x.com/Intaniazy/status/1894352662248001681,1.86E+18,Intaniazy
1.89E+18,Tue Feb 25 11:42:38 +0000 2025,0,Lanud Haluoleo Bersama Kadin Sultra Salurkan Makan Siang Bergizi Gratis di Dua SD https://t.co/t5oGKUzFKJ,1.89E+18,,,in,,0,0,0,https://x.com/sultracknews/status/1894352301101629531,1.75E+18,sultracknews
1.89E+18,Tue Feb 25 10:48:37 +0000 2025,0,Makan siang bergizi gratis .. https://t.co/fvmxiIJxSF,1.89E+18,https://pbs.twimg.com/media/GkoLAiiXsAAc7oa.jpg,,in,Indonesia 🇮🇩,0,0,0,https://x.com/4nakragieL_W1n/status/1894338704933883959,1.30E+18,4nakragieL_W1n
